date_created,text,favorite_count,retweet_count,,,,
1/16/2015 22:38,"PLANTA DE DETERGENTES POLAR VALENCIA - TOMADA POR LA GN EN ESTOS MOMENTOS Y ESTA TARDE EXPROPIARON UNA DISTRIBUIDORA DE ALIMENTOS """,3,39,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 11:52,El que conduzcas un autob£s no te hace m s humilde ni igual a un pueblo con el que juegas al renerlo sin alimentos .,1,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 12:03,Indignaci¢n me da cuando un chavista mediocre e ignorante hace se alegra en colas por compra d alimentos . No reaccionan ant tanta humilaci¢n,0,6,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 13:40,#Maduro la denuncia popular hizo posible la recuperaci¢n de alimentos y productos acaparados.,5,45,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 14:01,Las Redes de Distribuci¢n y Comercializaci¢n de Alimentos privadas se deben cambiar para acabar con las mafias y la guerra econ¢mica,4,72,,,,
1/17/2015 16:44,"MARCHEMOS CONTRA FEDECAMARAS Y LA POLAR , BOICOT NO CONSUMIR ALIMENTOS POLAR . GUERRA ES GUERRA #TROPA @jaimesolga31 #GiraExitosa",3,21,,,,
1/17/2015 16:48,"Esta ""dem¢crata"" escond¡a mil toneladas de productos en Maracaibo. ¨Y la escasez es culpa de Maduro? pic.twitter.com/InleMt5wGy "" #TROPA RT RT",2,15,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 16:49,"@mercalyaracuy atendi¢ este s bado a 446 personas con 9,15 TM de alimentos #GiraExitosa pic.twitter.com/WmkqfFndEq",2,22,,,,
1/17/2015 23:17,A UNOS LES OBLIGAN A IR Y A OTROS A PASAR HAMBRE ! @GuaroTerepaima : pic.twitter.com/l54Pq0gKyP .. @LucioQuincioC @antenax2 @copipega @globovision,2,32,,,,
1/17/2015 23:17,A UNOS LES OBLIGAN A IR Y A OTROS A PASAR HAMBRE ! @GuaroTerepaima : pic.twitter.com/l54Pq0gKyP .. @LucioQuincioC @antenax2 @copipega @globovision,2,32,,,,
1/17/2015 23:17,A UNOS LES OBLIGAN A IR Y A OTROS A PASAR HAMBRE ! @GuaroTerepaima : pic.twitter.com/l54Pq0gKyP .. @LucioQuincioC @antenax2 @copipega @globovision,2,32,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/18/2015 11:58,Hoy en Macarao beneficiando 1200 personas de los Consejos Comunales organizados con 7.8 TM de alimentos #GiraExitosa pic.twitter.com/9KRrAOVmIe,1,43,,,,
1/19/2015 7:13,"Se Acabo la guerra economica la incompetencia del gobierno la liquido ,ahora viene la guerra Psicologica,otra mentira ante la escasez .",4,44,,,,
1/19/2015 7:13,"Se Acabo la guerra economica la incompetencia del gobierno la liquido ,ahora viene la guerra Psicologica,otra mentira ante la escasez .",4,44,,,,
1/19/2015 7:13,"Se Acabo la guerra economica la incompetencia del gobierno la liquido ,ahora viene la guerra Psicologica,otra mentira ante la escasez .",4,44,,,,
1/19/2015 7:13,"Se Acabo la guerra economica la incompetencia del gobierno la liquido ,ahora viene la guerra Psicologica,otra mentira ante la escasez .",4,44,,,,
1/19/2015 10:31,"Si el bojotal de empresas que desde hace 16 a¤os el r‚gimen ha tomado, produjeran, NO habr¡a colas ni escasez #YaBastaDeSaboteo",2,13,,,,
1/19/2015 10:31,"Si el bojotal de empresas que desde hace 16 a¤os el r‚gimen ha tomado, produjeran, NO habr¡a colas ni escasez #YaBastaDeSaboteo",2,13,,,,
1/19/2015 10:31,"Si el bojotal de empresas que desde hace 16 a¤os el r‚gimen ha tomado, produjeran, NO habr¡a colas ni escasez #YaBastaDeSaboteo",2,13,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/19/2015 12:51,Voceros de 89 Bases de Misiones articulan distribuci¢n de alimentos a trav‚s de @mercalmonagas pic.twitter.com/CK6FhuZaRG,3,47,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 12:15,@mercalyaracuy el fin de semana atendi¢ a 7107 familias d Bases d Misiones y ejes censales con 185 TM de alimentos . pic.twitter.com/TPoePpn9me,1,10,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:20,Compra lo necesario no le quites el derecho a otro de adquirir sus alimentos . #VzlaPaLanteConMaduro pic.twitter.com/O80eUegoNv,23,199,,,,
1/20/2015 20:44,"Detr s de las pavorosas cifras de homicidios, inflaci¢n y escasez , esta el dolor, angustia, sufrimiento y penuria de millones de Vzlanos.",1,10,,,,
1/20/2015 20:44,"Detr s de las pavorosas cifras de homicidios, inflaci¢n y escasez , esta el dolor, angustia, sufrimiento y penuria de millones de Vzlanos.",1,10,,,,
1/20/2015 20:44,"Detr s de las pavorosas cifras de homicidios, inflaci¢n y escasez , esta el dolor, angustia, sufrimiento y penuria de millones de Vzlanos.",1,10,,,,
1/20/2015 20:44,"Detr s de las pavorosas cifras de homicidios, inflaci¢n y escasez , esta el dolor, angustia, sufrimiento y penuria de millones de Vzlanos.",1,10,,,,
1/22/2015 8:08,Un 15% de limosna para el pueblo Contra un 80% de escasez igual o peor q vivir en la miseria Sim¢n Bol¡var @maximo_sanchez @hcapriles,0,6,,,,
1/22/2015 8:08,Un 15% de limosna para el pueblo Contra un 80% de escasez igual o peor q vivir en la miseria Sim¢n Bol¡var @maximo_sanchez @hcapriles,0,6,,,,
1/22/2015 8:08,Un 15% de limosna para el pueblo Contra un 80% de escasez igual o peor q vivir en la miseria Sim¢n Bol¡var @maximo_sanchez @hcapriles,0,6,,,,
1/22/2015 15:05,Las Delicias d @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica completamente abastecido pic.twitter.com/45zk1ITXgj,1,24,,,,
1/22/2015 15:05,Las Delicias d @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica completamente abastecido pic.twitter.com/45zk1ITXgj,1,24,,,,
1/22/2015 15:05,Las Delicias d @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica completamente abastecido pic.twitter.com/45zk1ITXgj,1,24,,,,
1/22/2015 15:05,Las Delicias d @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica completamente abastecido pic.twitter.com/45zk1ITXgj,1,24,,,,
1/22/2015 15:05,Las Delicias d @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica completamente abastecido pic.twitter.com/45zk1ITXgj,1,24,,,,
1/22/2015 15:05,Las Delicias d @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica completamente abastecido pic.twitter.com/45zk1ITXgj,1,24,,,,
1/22/2015 15:05,Las Delicias d @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica completamente abastecido pic.twitter.com/45zk1ITXgj,1,24,,,,
1/22/2015 15:05,Las Delicias d @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica completamente abastecido pic.twitter.com/45zk1ITXgj,1,24,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 15:07,Abastos Las Delicias de @MercalApure contin£a d¡a a d¡a garantizando los alimentos de la cesta b sica al pueblo. pic.twitter.com/z2uNbasHze,3,25,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:17,SM San Roque distribuyo 7.68 TM de alimentos atendiendo a 671 personas. @MercalAnz pic.twitter.com/6hbVvsqzbq,4,31,,,,
1/22/2015 16:23,"En Vista Hermosa @MercalAnz benefici¢ a 450 personas expendiendo 6,5 ton de alimentos pic.twitter.com/5vlToQsx9v",3,38,,,,
1/22/2015 16:23,"En Vista Hermosa @MercalAnz benefici¢ a 450 personas expendiendo 6,5 ton de alimentos pic.twitter.com/5vlToQsx9v",3,38,,,,
1/22/2015 16:23,"En Vista Hermosa @MercalAnz benefici¢ a 450 personas expendiendo 6,5 ton de alimentos pic.twitter.com/5vlToQsx9v",3,38,,,,
1/22/2015 16:23,"En Vista Hermosa @MercalAnz benefici¢ a 450 personas expendiendo 6,5 ton de alimentos pic.twitter.com/5vlToQsx9v",3,38,,,,
1/22/2015 16:23,"En Vista Hermosa @MercalAnz benefici¢ a 450 personas expendiendo 6,5 ton de alimentos pic.twitter.com/5vlToQsx9v",3,38,,,,
